id,user_id,check_in_date,check_out_date,room_id,booking_price
a1e7c19a-b8c7-4e98-b149-6f62272cc803,ca5cfa3a-45f0-4e36-b9dd-a7d163bedb8d,2023-07-01,2023-07-03,91ab0d65-3916-4f9b-a456-67666acf9747,240
f2e1a0d8-b82c-44ee-b083-d58058618bba,0b7b8c8f-bc29-4c69-824f-d5abc349b59d,2023-07-01,2023-07-03,6fc07e48-1de8-4bcb-b331-9478821d141c,120
4826d8b2-9a70-4656-884c-8c26f22c4130,4159da08-1bdb-4f02-9675-212761cb8219,2023-07-01,2023-07-03,00f36651-aa78-452e-a8eb-266533b280f9,120
7387dc4c-c4c6-47fa-a0cc-0fc01fcdfd2e,fe125c24-6099-494f-bb3c-567bbd8ac830,2023-07-01,2023-07-04,9a9a27cf-9ff4-43e5-a1ce-01dfaf7ad2bb,180
f18bf2ca-ef5d-441b-81f9-3bb3a69d6d74,75092339-1373-44e3-b42e-24ddfccf89ea,2023-07-01,2023-07-03,91affb0c-27bb-482e-90f6-2f00262ffa4d,120
283c6c77-3ebf-4e10-87e6-34130b1c2cea,3b5a4fef-9140-41af-9dff-bfcdf7465cf8,2023-07-01,2023-07-04,4d15e712-ecb0-4541-899b-19c33155388c,180
5aaa048c-b7b1-4a87-93cc-d9e0d13df82b,570d3150-6e97-405a-81cc-2f14e6e76c6c,2023-07-01,2023-07-03,87356906-25b0-49b4-a237-e6be599f1a85,120
0181e768-a08a-4f99-8383-94954dcbbdf4,1baab112-0a5f-4696-a2d7-5f8d676a8c9a,2023-07-01,2023-07-04,3569b2b0-8569-45d1-9fef-6701f6164c83,360
7fc2ff09-eb3c-470a-b853-414a22694e66,e535c0a7-4feb-4001-ab0d-75767280f4e1,2023-07-01,2023-07-03,32cdf20f-f70c-42f2-8991-442a81cc1b01,240
6c372332-0a1e-4f5e-b4fb-deba039ad689,d4060da8-54e2-48ea-8ce5-64736347444f,2023-07-01,2023-07-03,f46c60c6-31d7-46b9-9634-c5173be0791f,120
b062894c-c190-4515-9d74-6e6f1bfeb1cb,7c52e67a-181c-4211-8b3c-28dd174bafd9,2023-07-01,2023-07-03,448fc224-aca5-4f0b-ad29-eddacae5e7ee,120
df96e5c3-8f5e-4aaf-8ac5-d7685959b676,917bb625-ceb4-4ec4-bbf3-8f3ce7cd8895,2023-07-01,2023-07-04,0c3c3e85-14e6-4b13-b14e-1be689971d31,180
e5cc9c57-dc0f-48c3-936c-318307661f6b,0d3d6a5f-1293-453b-8e64-647ad1ea9896,2023-07-01,2023-07-03,ddb8a670-fb58-482e-87b5-90f27964c9f9,120
210f9fa0-1380-40f3-90f4-84acdcb2102e,691bc231-8fe8-4e4e-81c2-a9fba399705d,2023-07-01,2023-07-04,d24f1d7d-52ef-451d-8b29-22fe53d003e3,180
c22e099f-67b0-4cdb-b5d3-34e6cc8b8be4,8f9fb277-7d0a-404a-8525-ff3011c8afe3,2023-07-01,2023-07-03,24d2b447-a438-4d7c-8862-89ed7500b619,240
ca248f7f-2e7b-483a-9347-5425bf88174f,94de32db-0cce-42ed-8272-eda97ffaa465,2023-07-01,2023-07-03,ee6140bb-13bd-4848-883d-f58ccc17c428,120
e9fcd4e5-9734-43f6-8f60-f619dd723aa6,8084a971-1557-43bf-a91b-dd667bab294d,2023-07-01,2023-07-03,38095474-5166-4095-80f4-9683f6254fae,120
b739e61d-e424-46f3-b6cc-8684d2ad4bb8,5c129ea7-79f8-421f-86d6-3adf5b8fe1fe,2023-07-01,2023-07-04,cf7024b1-144e-41c1-8188-13cdbf8a0ad3,180
f077e1c5-5ad7-4c50-9614-6e93d6390f41,eda398ef-e697-49d9-bddb-8e7da9c0cbc1,2023-07-01,2023-07-04,f49c8feb-1ee2-4988-8bbe-ef9c8f14152f,180
82733115-b6bf-4f85-b9fc-6051cbbc9b72,dc1025bf-8092-4eb0-9edb-93c59610f8cf,2023-07-01,2023-07-03,4bdc51e0-9b10-42fc-9c3e-6d52e8131a1d,240
8b9b5079-c506-43b2-bb5b-fa2ca1763c05,c7941699-d6b1-4f51-8b4e-9054d329b2be,2023-07-01,2023-07-03,6f11de09-1cd9-46ee-8a1d-9715d28b455c,120
46a0fc20-7fb8-4a04-9738-2f8464eed4b4,b1ac3520-db1d-4a38-b660-bbfe978da052,2023-07-01,2023-07-03,737f42d6-5103-4553-99e9-d6b690e634e8,120
917c34f6-a947-447e-82e3-195eb698c7df,f5ff5101-2af5-478d-a403-b0f95b5a61da,2023-07-01,2023-07-03,08cd074d-5d19-4243-942f-697455043e3b,120
99fc7063-cb73-4b39-8803-b94ee646080c,79a22981-c559-44bc-bd1e-1d7176c7905a,2023-07-01,2023-07-04,ec951d07-6a96-4d27-9eab-66d5e362d623,180
21e23523-89d5-4ac6-ab24-1c956c0d2a14,82c63b74-5788-41b2-b250-61f247d7feb1,2023-07-01,2023-07-03,07f289d4-9541-43be-b27f-186f48ccc23d,120
9bdbe49e-ec34-4c1d-8d1b-e854a5c2b4cb,7fcac1f8-1b8e-400d-b0a1-b895865b99bb,2023-07-01,2023-07-04,87792fc9-ea94-4222-967f-9fae1f61d436,180
cda7a0ce-cd13-47d6-b2e3-03c4c8271b96,66ef3150-bc23-4400-8981-5c2b4f521d29,2023-07-01,2023-07-04,99c1f685-6bbd-4944-b3b7-b8eb4be9f253,180
065907a5-b472-461f-bf8b-c0e6b41aad8f,1d840a78-4f61-4f8f-ac95-5c5e722f4d45,2023-07-01,2023-07-04,f75906a0-3a40-4597-a8ba-3a52c9b38274,180
8c21608b-d46a-460f-a963-ae777770c9fe,2c5b4c9b-d0bd-4036-af71-45ebdb92a99c,2023-07-01,2023-07-04,afbfa6b0-38cc-48eb-b868-f726c09482ea,180
83a327c3-6c22-4cc5-9ade-c167ff46f4b7,9289e14d-fc28-49e8-88df-df1a7407daf4,2023-07-01,2023-07-03,813ea628-f5b1-4e5e-b391-50b589327698,120
93dd4ec1-a374-4f7a-8425-57c2e450b231,67e7ce3b-b8c6-4a90-93c0-c7208734bb67,2023-07-01,2023-07-04,2020b68e-da13-45b8-b4d2-6c03445e3e6a,180
33b2ed5a-fe23-4ff0-81b0-26a243572b7c,81c24b83-5e87-48a3-8c88-c70c47649c4d,2023-07-01,2023-07-03,15a17885-82fb-451a-9dbd-3b2dbf11ee6d,120
6bf422e1-d9ce-45df-93ba-3ccc6aca5c8a,192ad2b3-a05b-4b1a-8d4d-a874c5625e60,2023-07-01,2023-07-04,0f9b2d96-3324-4044-ad76-3eb3f2369b2d,180
4d3e4a81-7cb8-499f-931d-a012b391b6d8,da2aedda-db93-49d4-ad03-bca825d8a6d0,2023-07-01,2023-07-03,dac4b2f8-8705-406a-a3bd-35982fb3be68,120
710abd14-7a7b-427b-9753-abe928251e72,c1418f6b-599d-4284-aee6-e9115e846e99,2023-07-01,2023-07-04,4a48c408-789b-4478-820a-1b8c73b3ed73,180
90d86ab6-1585-4261-9919-8226e3b8eadf,96b37cf6-3168-4468-9bc9-1b687bce2b30,2023-07-01,2023-07-04,ad4f4ea2-f17b-4c46-8e00-b57cb958f4f1,180
fcf953bc-91e6-460b-9795-a9822a5b495d,80116023-c127-4a3b-812e-21dcefcec342,2023-07-01,2023-07-04,78f27a2a-f16a-470e-b2d9-cc570f6f25ca,180
ee44f8f8-7ae0-4987-93c0-1049f328b6bf,cc6389dd-97b5-4878-a1bb-8c39a6e6a5a4,2023-07-01,2023-07-04,d1f29c66-fe71-4f4e-8407-3b139e107c6f,180
6a4cb23a-779f-44b3-b2b9-af4dd7414fdc,1c30dc9a-19f0-4aa5-8752-f53b46d4d199,2023-07-01,2023-07-04,16c34dac-cd4d-43cc-abb9-960630743aec,180
6ddf60c1-001f-4c60-8093-95a0ed113ced,1a7e2570-be85-4cf5-855a-9db9adf92a07,2023-07-02,2023-07-04,fb0c56c6-4cfc-4026-9dd0-b6520ce5c03e,240
d3a79ae8-84f7-46e9-9f29-1e98efe4187a,32a43c56-10e5-4bfb-8ecd-a9aee0bd50ba,2023-07-02,2023-07-05,8d26199e-9af5-4e61-a496-388cf505f730,180
e41d1110-3c5d-4eef-958e-ba8a31f5540a,13e9500f-07cf-435f-8a23-7cdb3d3f4ffa,2023-07-02,2023-07-05,af76cf9c-fd6b-4fe0-aa26-ff0203e6d478,180
06ff96b7-a41a-478f-88e7-6e6ca73f65aa,0c18656a-e027-4873-8fbb-658f8d5bde7c,2023-07-02,2023-07-05,aae83a3e-54c5-44c2-a720-5cefcaf0d3c0,180
da545af7-7400-4ded-80ab-ad9df36f7bc3,3e911423-2720-4e62-b3cd-b47658532127,2023-07-02,2023-07-05,5a3eba0f-0316-4e72-bc4e-bd4569c999ca,180
6cd823ff-335b-4be7-8165-13dedec24ec6,feb84ab1-f4f3-4bf8-9d9f-342a1e424583,2023-07-02,2023-07-05,7eafabc3-a7fe-4a76-bc8d-5b09b23bd3d5,360
9390f85e-9fcd-4783-91a0-3fd434fab32c,10d2f6b6-1b7a-4a06-b259-37c7651d7dbb,2023-07-02,2023-07-04,361d318d-e2f0-4b34-a6dd-9e3d82cb256b,120
fd24b669-39e9-4cda-b625-1c285afbac74,2e49a338-4465-4925-8383-18c8f5312485,2023-07-02,2023-07-04,16f7d046-3231-4cd6-b989-344acfacebba,240
1d0a0d55-df19-46dd-a114-ee651be6ad22,523e648d-6c4a-475f-aeda-8f7c18818648,2023-07-02,2023-07-04,67a2d1a1-ee16-4c4d-9a72-26800b32f02c,240
c7421fbc-ca85-4d5c-954b-544928038a7b,9e8e13d8-5b9a-407b-b9a1-e79db479f06f,2023-07-02,2023-07-04,df10fcb1-7d0d-4852-a862-394c1815961f,120
e9361fef-2a40-4bba-bc43-0e76aa1394b8,949ae13b-23b7-48cb-ae47-8d0ad5e8b545,2023-07-02,2023-07-04,36b9e81a-3a13-411f-acfa-79939ecbc831,120
e731a615-b234-4768-a6da-b2ee38b96d67,274773f5-f9a8-468b-9f6b-405981ab6d00,2023-07-02,2023-07-05,163c748d-249d-414a-824d-962b7dbf9318,180
9e39b718-e765-4f2f-b7dc-44b12060e7e8,59b85e33-3265-483f-8b28-9f578eeda2c5,2023-07-02,2023-07-04,db20b584-92b2-4940-bc92-afda0f39a02f,120
bbfdeec7-8333-4dfc-add9-fe605ae6593d,6fa0e70d-8558-4356-b5cd-e31408fed0cd,2023-07-02,2023-07-04,6495b303-870e-4c50-8582-6e07baab3c3d,240
ba555f51-fb24-4ac8-8efe-be92f8e6d909,c3c2fb31-ba7b-40c3-a561-acc1a97ab5a9,2023-07-02,2023-07-05,b9ffab86-0227-49ed-8e1e-60e142389d85,180
5767f8b6-2b43-47da-af45-2d9c4a48411d,92fbc9a1-8f79-4605-b66d-766840a8f391,2023-07-02,2023-07-04,0d5eb59f-f19b-40aa-a793-210f671b8a02,120
eb5f1dd9-0812-406c-8bb9-1a2b94de8ada,68d0387b-13d7-4dd6-a2ae-f421594c5992,2023-07-02,2023-07-05,30d86945-875e-46ce-acfd-f2bd9afa0802,180
34d36e16-3e39-474f-9392-d4dfcada2b8b,5d3a92ea-ebb0-46d7-8f3b-b5df6df99bfc,2023-07-02,2023-07-04,fef81792-be08-4663-9926-2f4eb7ba477f,120
b1ec9448-2c04-463d-986f-e60bb90c6372,ba68f6bc-b00f-476d-bbf7-f76d100c9475,2023-07-02,2023-07-05,f4b8bc62-f8ec-4b4e-a5dd-1c08942b1c9f,180
e4a7bb13-4250-4ecd-831a-74674119742a,e5e81f3c-d5ac-4c67-bd2e-e61a507c2c7f,2023-07-02,2023-07-04,e9c6b642-11eb-46de-b4df-3930b6644864,120
d5d46134-d7e1-4070-ae3f-fc4b095e14cc,84365043-d596-481f-b5bd-4dabd26bc0cf,2023-07-02,2023-07-05,6ac62c9c-fa99-4511-b24c-f7167d66d681,180
43ce6697-6093-4d78-9ee3-c48d8dea95e0,8f85aee4-92ce-4d49-bc7e-eb2e54edb283,2023-07-02,2023-07-04,0aff4186-2632-47b1-b3cc-fbbf8960e296,120
4914b2c8-5095-4bd9-a819-547d5dbe901f,50077465-43cc-4bec-b3b7-a547eba475cb,2023-07-02,2023-07-04,5151cc95-c99d-4bdf-9736-6efccc494240,120
e1fba0f1-cc6f-4150-912c-0b519f4c7fb7,10a8318b-e216-497c-8299-826e74ea9a1e,2023-07-02,2023-07-05,bc5e970c-7195-47c1-8338-aedd8c153228,180
598c0a79-5f1e-4aed-985e-66a6109a95a9,b5ad6880-43b0-4073-9ba0-2a3c3b5f6430,2023-07-02,2023-07-04,573136f7-4699-4b63-ac0c-a0e643a14e86,120
5a548306-f4f0-4325-a857-55369e3c84e3,3ecc542a-b840-4860-9747-4a119eaf4760,2023-07-02,2023-07-05,63918460-4a58-4112-bbc1-099029ee74cf,180
fdd5a3f0-e685-4804-bfd8-f780a9bdf41d,4c0ca305-a0f3-487c-a4eb-cf94ea2ef677,2023-07-02,2023-07-05,ecb573f5-1cc0-4fac-b985-1d2d0bcb2893,180
a3a68744-6c72-494c-ba85-44d3b74cb6ab,c632a111-7b13-4e64-9e52-a99559bc30ee,2023-07-02,2023-07-04,e2d8b07a-0a56-4a81-a212-2ba1ec31ad0f,240
2edcdcbc-46c1-4338-abfc-dc18abcb625d,a931ec47-b169-42f2-83b4-49827d945fbf,2023-07-02,2023-07-05,39ce6808-08b1-4ddc-afe1-34720c55bb06,180
531e265d-f5b8-4dcd-ad3a-43b38fe16a02,35307418-e0c1-4e59-8afb-28aaced4402b,2023-07-02,2023-07-05,7bcc236b-a44b-468f-9868-1acf2aa0db73,180
0782787a-0069-45a7-a745-835d4aaaa915,04cdc24e-ce96-4c8e-a46f-59cfe7ede87b,2023-07-02,2023-07-04,7b250254-347c-45a6-a7f3-99744fd396ba,120
1e9f81b0-f2be-4c5d-af09-83ed647e5b73,92b1a724-7d69-480a-8ac8-aba175bbb496,2023-07-02,2023-07-05,d040003f-2746-46fb-94d9-16e3492e9d1b,360
f5731270-27db-4f4f-9cf8-074f12208427,a0419c59-70c1-41de-b730-a0d16daf9fdd,2023-07-02,2023-07-05,3237904a-12a7-432c-be5f-6ab8a5358003,360
606accad-302e-43c4-b1e7-34830c577345,9d8dbbb8-8154-4495-a533-545121c55ea5,2023-07-02,2023-07-04,51685f4e-9c31-486b-bf9a-cf9d1ddb2da6,120
d6211e13-a4e6-436b-8091-22b0317bf52d,65cebc9f-13bd-4bab-b7fa-d0e337ae7c34,2023-07-02,2023-07-04,31dfe03f-bc52-4f52-a4cb-db9ce703b230,120
1420c697-6f94-44ab-b7ce-952051c84cc1,2008aa74-cb45-4a5f-aa0a-513d44816cc3,2023-07-02,2023-07-04,38fd6b3f-fdc3-49cc-b177-895d3468cbbf,120
9945886c-4bdc-4eb0-bb0a-8b364583d16a,502667d0-f08a-49fc-b5b0-ee31d29918d3,2023-07-02,2023-07-04,7d489f72-1b92-40ee-ac6a-df873375bb41,120
d3234731-a31b-492b-9817-c2ee3d38772b,969fdea7-efe4-4878-be8c-385b5177a192,2023-07-02,2023-07-05,0849550c-428d-4766-b52c-6e3b9480ba82,180
7337f4b3-2b06-4c39-9e83-87c26ad97f3b,a65c406f-51a4-493b-a4aa-709a59a78d77,2023-07-03,2023-07-06,6908cd79-273c-4830-a398-57526cb2a1f5,180
c4aeb0e6-c6c0-4b27-b500-75df4a80642e,2406d56c-1b3b-47e5-89a2-e05e989c6bd8,2023-07-03,2023-07-05,8756a90b-89d0-4f38-a910-23acd86b05fa,120
8ad55298-1329-4165-abcc-1407e7fc7374,f8b2e977-19d0-4c63-8f82-56e793ed1f3b,2023-07-03,2023-07-06,fb2e6908-711c-40f7-a0a3-517fd1157456,360
